full_name,da_p,e_p,sini_p,MeanLib,LibRange,albedo,W1Alb,W2Alb,g_mag-mean,(b - v),(u - g),(g - r),(r - i),(i - z),(Y - J),(J - Ks),(H - Ks),L,GreaterClan,Clan,SubClan,tax_c,Tax_ref
158333 (2001 WW25),0.0335,0.0973,0.0469,1.94520498532972,17.766664731182498,?,?,?,?,0.759999999999998,1.93,0.549999999999997,0.220000000000002,-0.02,?,?,?,5,GreaterPatroclus,Phereclos,PandarusSub,,
160164 (2001 TW252),0.0295,0.0869,0.1592,1.3676474762063402,13.8430584122791,?,?,?,?,0.753333333333334,1.44333333333333,0.540000000000001,0.229999999999998,0.053333333333333,0.2402665,0.62044125,?,5,GreaterPatroclus,Phereclos,PhereclosSub,,
185906 (2000 SF94),0.0366,0.0409,0.1658,0.436489104356781,14.3743635974191,0.073,?,?,?,?,?,?,?,?,0.4325985,0.430483,-0.003484499999999,5,GreaterPatroclus,Phereclos,PhereclosSub,,
283519 (2001 TP47),0.0435,0.052000000000000005,0.1672,0.788730057198848,15.8278689633137,?,?,?,?,?,?,?,?,?,0.271765,0.709011,?,5,GreaterPatroclus,Phereclos,PhereclosSub,,
284433 (2007 DU52),0.0136,0.1231,0.1871,1.64690412598469,10.8690021297431,0.059,?,?,?,?,?,?,?,?,0.4202925,0.5464035,0.3417045,5,GreaterPatroclus,1971FV1,1971FV1Sub,,
295336 (2008 HY8),0.03,0.043,0.3036,-0.13341623160704302,14.2360137613733,0.06,?,?,?,?,?,?,?,?,0.559373,0.973755,0.407764,5,GreaterPatroclus,Memnon,-,,
299491 (2006 BY198),0.0375,0.0467,0.4925,-0.6454894114039009,19.902215812961305,0.048,?,?,?,?,?,?,?,?,0.160871,0.7384565,-0.1370975,5,GreaterPatroclus,Troilus,TroilusSub,,
343161 (2009 KH3),0.0482,0.1346,0.4378,0.7745641072372109,21.2627219354708,?,?,?,?,?,?,?,?,?,0.508617,0.78593675,0.633364,5,GreaterPatroclus,-,-,,
343896 (2011 JK8),0.0194,0.0849,0.2077,0.6261105785385439,11.897519760766802,?,?,?,?,?,?,?,?,?,0.332307,1.0288565,0.18461275,5,GreaterPatroclus,1971FV1,-,,
343996 (2011 QK3),0.0182,0.0899,0.2358,0.6241334838933311,6.28148927133526,?,?,?,?,?,?,?,?,?,0.2953515,0.916867,0.713922,5,GreaterPatroclus,-,-,,
369886 (2012 RM6),0.0392,0.0955,0.4437,0.09868963742576403,15.956710689826501,?,?,?,?,?,?,?,?,?,0.318022,0.585282,?,5,GreaterPatroclus,Memnon,MemnonSub,,
